site_code,title,accession_number,doi,publication_date,product_type,product_type_specific,date_record_added,date_record_updated,authors_author_first_name,authors_author_last_name,authors_author_affiliations,authors_author,authors,contributors,related_identifiers,
"NASA-PDS","Cassini ISS Observations of the Saturn System","urn:nasa:pds:cassini_iss_saturn","10.17189/1504133","2019-09-15","Collection","PDS4 Bundle Product","2019-07-23","2019-07-23","Carolyn","Porco","","","","","",""
"NASA-PDS","Cassini VIMS Observations of the Saturn System","urn:nasa:pds:cassini_vims_saturn","10.17189/1504134","2019-09-15","Collection","PDS4 Bundle Product","2019-07-23","2019-07-23","R. H.","Brown","","","","","",""
"NASA-PDS","Cassini Imaging Science Subsystem (ISS) Data User's Guide","urn:nasa:pds:cassini_iss_saturn:document:iss-data-user-guide","10.17189/1504135","2019-09-15","Dataset","PDS4 Document Product","2019-07-23","2019-07-23","Benjamin","Knowles","","","","","",""
"NASA-PDS","Cassini VIMS IR Pixel Timing","urn:nasa:pds:cassini_vims_saturn:document:vims-ir-pixel-timing","10.17189/1504136","2019-09-15","Dataset","PDS4 Document Product","2019-07-23","2019-07-23","R. H.","Brown","","","","","",""
"NASA-PDS","The VIMS Wavelength and Radiometric Calibration 19, Final Report","urn:nasa:pds:cassini_vims_saturn:document:vims-wavelength-and-radiometric-calibration-report","10.17189/1504137","2019-09-15","Dataset","PDS4 Document Product","2019-07-23","2019-07-23","R. N.","Clark","","","","","",""
"NASA-PDS","Cassini ISS Observations from Launch to Entry in the Saturn System, including the Jupiter Encounter","urn:nasa:pds:cassini_iss_cruise","10.17189/1504154","2019-09-15","Collection","PDS4 Bundle Product","2019-07-29","2019-07-29","Carolyn","Porco","","","","","",""
"NASA-PDS","Cassini VIMS Observations from Launch to Entry in the Saturn System, including the Jupiter Encounter","urn:nasa:pds:cassini_vims_cruise","10.17189/1504155","2019-09-15","Collection","PDS4 Bundle Product","2019-07-29","2019-07-29","R. H.","Brown","","","","","",""
"NASA-PDS","Apollo 17 Surface Electrical Properties Experiment Calibrated ASCII Data Bundle","urn:nasa:pds:a17sep","10.17189/1518359","2020-02-24","Collection","PDS4 Bundle Product","2020-02-27","2020-02-27","D.R.","Williams","","","","","",""
"NASA-PDS","MAVEN Particle and Fields instrument Data Return Files (DRF) Collection","10.17189/1517674","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Bryan","Harter","","","","","",""
"NASA-PDS","Mars InSight Lander HP3 Data Archive","urn:nasa:pds:insight_hp3_tem","10.17189/1517573","2020-01-01","Collection","PDS4 Bundle Product","2020-01-08","2020-01-08","Tilman","Spohn","","","","","",""
"NASA-PDS","MAVEN Periapsis Timing Estimator Data Return Files (DRF) Collection","10.17189/1517675","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Bryan","Harter","","","","","",""
"NASA-PDS","MAVEN Periapsis Timing Estimator Data Return Files (DRF) Collection","10.17189/1517676","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Bryan","Harter","","","","","",""
"NASA-PDS","MAVEN Remote Sensing (IUVS) instrument Data Return Files (DRF) Collection","10.17189/1517677","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Bryan","Harter","","","","","",""
"NASA-PDS","MAVEN Solar Array Switch Module 1 Data Return Files (DRF) Collection","10.17189/1517678","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Bryan","Harter","","","","","",""
"NASA-PDS","MAVEN Solar Array Switch Module 2 Data Return Files (DRF) Collection","10.17189/1517679","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Bryan","Harter","","","","","",""
"NASA-PDS","MAVEN Solar Array Switch Module 3 Data Return Files (DRF) Collection","10.17189/1517680","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Bryan","Harter","","","","","",""
"NASA-PDS","MAVEN Universal Switching Module 1 Data Return Files (DRF) Collection","10.17189/1517681","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Bryan","Harter","","","","","",""
"NASA-PDS","MAVEN Universal Switching Module 2 Data Return Files (DRF) Collection","10.17189/1517682","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Bryan","Harter","","","","","",""
"NASA-PDS","MAVEN Universal Switching Module 3 Data Return Files (DRF) Collection","10.17189/1517683","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Bryan","Harter","","","","","",""
"NASA-PDS","MAVEN Universal Switching Module 4 Data Return Files (DRF) Collection","10.17189/1517684","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Bryan","Harter","","","","","",""
"NASA-PDS","MAVEN Universal Switching Module 5 Data Return Files (DRF) Collection","10.17189/1517685","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Bryan","Harter","","","","","",""
"NASA-PDS","MAVEN Universal Switching Module 6 Data Return Files (DRF) Collection","10.17189/1517686","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Bryan","Harter","","","","","",""
"NASA-PDS","MAVEN Events List Data Collection","10.17189/1517687","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Bryan","Harter","","","","","",""
"NASA-PDS","MAVEN Intertial Measurement Unit Data Collection","10.17189/1517688","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Bryan","Harter","","","","","",""
"NASA-PDS","Uranus System Occultation of star u17b (Hipparcos 80841) Observed from the SAAO 188cm Telescope Data Bundle","urn:nasa:pds:uranus_occ_u17b_saao_188cm","10.17189/1517613","2020-01-23","Collection","PDS4 Bundle Product","2020-01-23","2020-01-23","R. G.","French","","","","","",""
"NASA-PDS","Data Collection for the Uranus System occultation of star u17b (Hipparcos 80841) Observed from the SAAO 188cm Telescope.","urn:nasa:pds:uranus_occ_u17b_saao_188cm:data::1.0","10.17189/1517614","2020-01-23","Dataset","PDS4 Collection Product","2020-01-23","2020-01-23","R. G.","French","","","","","",""
"NASA-PDS","MAVEN Extreme ultraviolet (EUV) Calibrated Data Bundle","10.17189/1517689","2021-03-02","Collection","PDS4 Bundle","2020-02-06","2020-02-06","Frank","Eparvier","","","","","",""
"NASA-PDS","MAVEN Extreme ultraviolet (EUV) calibrated irradiances Data Collection","10.17189/1517690","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Frank","Eparvier","","","","","",""
"NASA-PDS","MAVEN Extreme ultraviolet (EUV) Modelled Data Bundle","10.17189/1517691","2021-03-02","Collection","PDS4 Bundle","2020-02-06","2020-02-06","Frank","Eparvier","","","","","",""
"NASA-PDS","MAVEN Extreme ultraviolet (EUV) daily averaged modelled irradiance spectra Data Collection","10.17189/1517692","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Frank","Eparvier","","","","","",""
"NASA-PDS","MAVEN Extreme ultraviolet (EUV) minute averaged modelled irradiance spectra Data Collection","10.17189/1517693","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Frank","Eparvier","","","","","",""
"NASA-PDS","MAVEN Insitu Key Parameters Data Bundle","10.17189/1517694","2021-03-02","Collection","PDS4 Bundle","2020-02-06","2020-02-06","Patrick","Dunn","","","","","",""
"NASA-PDS","MAVEN Insitu Key Parameters Data Collection","10.17189/1517695","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Patrick","Dunn","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Calibrated Data Bundle","10.17189/1517696","2021-03-02","Collection","PDS4 Bundle","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Calibrated Current-Voltage Relationships Data Collection","10.17189/1517697","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Spacecraft Potential Data Collection","10.17189/1517698","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Low Frequency Electric-Field Data Collection","10.17189/1517699","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) High Frequency Burst Mode Calibrated Electric-Field Data Collection","10.17189/1517700","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Low Frequency Burst Mode Calibrated Electric-Field Data Collection","10.17189/1517701","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Medium Frequency Burst Mode Calibrated Electric-Field Data Collection","10.17189/1517702","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Calibrated Active Mode Spectra Data Collection","10.17189/1517703","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Calibrated Passive Mode Spectra Data Collection","10.17189/1517704","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Derived Data Bundle","10.17189/1517705","2021-03-02","Collection","PDS4 Bundle","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Derived Electron Temperature Data Collection","10.17189/1517706","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Derived Electron Density Data Collection","10.17189/1517707","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Raw Data Bundle","10.17189/1517708","2021-03-02","Collection","PDS4 Bundle","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Raw Wave Active Sub-Cycle Potentials Data Collection","10.17189/1517709","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Active DAC Readback Data Collection","10.17189/1517710","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Active Table Readback Data Collection","10.17189/1517711","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Raw Extreme ultraviolet (EUV) Packet Data Collection","10.17189/1517712","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Raw High Frequency High Speed Burst Mode (HSBM) Data Collection","10.17189/1517713","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Raw Low Frequency High Speed Burst Mode (HSBM) Data Collection","10.17189/1517714","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Raw Medium Frequency High Speed Burst Mode (HSBM) Data Collection","10.17189/1517715","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Housekeeping Data Collection","10.17189/1517716","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Raw Wave Passive Sub-Cycle Potentials Data Collection","10.17189/1517717","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Raw Wave Active Sub-Cycle Onboard FFT in High Frequency Range Data Collection","10.17189/1517718","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Raw Wave Passive Sub-Cycle Onboard FFT in High Frequency Range Data Collection","10.17189/1517719","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Raw Wave Active Sub-Cycle Onboard FFT in Low Frequency Range Data Collection","10.17189/1517720","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
"NASA-PDS","MAVEN Langmuir Probe and Waves (LPW) Raw Wave Passive Sub-Cycle Onboard FFT in Low Frequency Range Data Collection","10.17189/1517721","2021-03-02","Dataset","PDS4 Collection","2020-02-06","2020-02-06","Laila","Anderson","","","","","",""
